GeoFips,GeoName,2013
10180,"Abilene, TX (Metropolitan Statistical Area)",91.3
10420,"Akron, OH (Metropolitan Statistical Area)",88.9
10500,"Albany, GA (Metropolitan Statistical Area)",84.3
10540,"Albany, OR (Metropolitan Statistical Area)",93.5
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",99
10740,"Albuquerque, NM (Metropolitan Statistical Area)",97.1
10780,"Alexandria, LA (Metropolitan Statistical Area)",88.4
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",100
11020,"Altoona, PA (Metropolitan Statistical Area)",90.1
11100,"Amarillo, TX (Metropolitan Statistical Area)",93.1
11180,"Ames, IA (Metropolitan Statistical Area)",89.5
11260,"Anchorage, AK (Metropolitan Statistical Area)",110.4
11460,"Ann Arbor, MI (Metropolitan Statistical Area)",102.4
11500,"Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",85
11540,"Appleton, WI (Metropolitan Statistical Area)",93.2
11700,"Asheville, NC (Metropolitan Statistical Area)",92.2
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",91.8
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",95.2
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",107.7
12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",86.1
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",89.9
12420,"Austin-Round Rock, TX (Metropolitan Statistical Area)",98.7
12540,"Bakersfield, CA (Metropolitan Statistical Area)",97.7
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",108.8
12620,"Bangor, ME (Metropolitan Statistical Area)",96.8
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",101.5
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",93
12980,"Battle Creek, MI (Metropolitan Statistical Area)",91.4
13020,"Bay City, MI (Metropolitan Statistical Area)",90.2
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",90.8
13220,"Beckley, WV (Metropolitan Statistical Area)",78
13380,"Bellingham, WA (Metropolitan Statistical Area)",99.7
13460,"Bend-Redmond, OR (Metropolitan Statistical Area)",96.3
13740,"Billings, MT (Metropolitan Statistical Area)",97.4
13780,"Binghamton, NY (Metropolitan Statistical Area)",95.1
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",90
13900,"Bismarck, ND (Metropolitan Statistical Area)",93.7
13980,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",88.3
14010,"Bloomington, IL (Metropolitan Statistical Area)",93.8
14020,"Bloomington, IN (Metropolitan Statistical Area)",95.6
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",92.2
14260,"Boise City, ID (Metropolitan Statistical Area)",94.7
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",110.9
14500,"Boulder, CO (Metropolitan Statistical Area)",109.4
14540,"Bowling Green, KY (Metropolitan Statistical Area)",85.6
14740,"Bremerton-Silverdale, WA (Metropolitan Statistical Area)",104.7
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",120.8
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",85.3
15260,"Brunswick, GA (Metropolitan Statistical Area)",86.1
15380,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",93.8
15500,"Burlington, NC (Metropolitan Statistical Area)",90.2
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",102
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",97.7
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",89.4
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",95.1
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",83.7
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",83.6
16180,"Carson City, NV (Metropolitan Statistical Area)",97
16220,"Casper, WY (Metropolitan Statistical Area)",98
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",91.1
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",94.1
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",94.3
16620,"Charleston, WV (Metropolitan Statistical Area)",89.3
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",96
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",93.4
16820,"Charlottesville, VA (Metropolitan Statistical Area)",98.4
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",90.6
16940,"Cheyenne, WY (Metropolitan Statistical Area)",97.5
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",106.6
17020,"Chico, CA (Metropolitan Statistical Area)",100.2
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",90.5
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",91.4
17420,"Cleveland, TN (Metropolitan Statistical Area)",83.1
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",89.5
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",92.8
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",94
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",99.4
17860,"Columbia, MO (Metropolitan Statistical Area)",92.7
17900,"Columbia, SC (Metropolitan Statistical Area)",92.2
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",89.4
18020,"Columbus, IN (Metropolitan Statistical Area)",87.6
18140,"Columbus, OH (Metropolitan Statistical Area)",93.5
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",93.2
18700,"Corvallis, OR (Metropolitan Statistical Area)",97.5
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",95.8
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",88
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",100.8
19140,"Dalton, GA (Metropolitan Statistical Area)",84.3
19180,"Danville, IL (Metropolitan Statistical Area)",79.2
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",92.7
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",91.8
19380,"Dayton, OH (Metropolitan Statistical Area)",91
19460,"Decatur, AL (Metropolitan Statistical Area)",87
19500,"Decatur, IL (Metropolitan Statistical Area)",90.6
