year,targetState,sourceState,taxReturnInflows,taxExemptionsInflows,adjustedGrossIncomeInflows
2007,35,13,402,799,17663000
2006,35,13,402,803,20329000
2005,35,13,441,893,21431000
2004,35,13,388,783,16540000
2003,35,13,372,731,14049000
2002,35,13,399,811,16174000
2001,35,13,355,764,14185000
2000,35,13,340,645,12761000
1999,35,13,322,573,12781000
1998,35,13,366,753,12869000
1997,35,13,335,669,10914000
1996,35,13,398,893,13089000
1995,35,13,367,707,9744000
1994,35,13,340,704,9869000
1993,35,13,313,756,9064000
2011,35,15,170,313,8151000
2010,35,15,195,389,7969000
2009,35,15,199,393,9226000
2008,35,15,207,392,8560000
2007,35,15,224,431,9394000
2006,35,15,219,427,10153000
2005,35,15,169,354,6360000
2004,35,15,170,316,5963000
2003,35,15,173,381,5292000
2002,35,15,143,294,5030000
2001,35,15,136,293,5189000
2000,35,15,176,349,5755000
1999,35,15,165,320,4160000
1998,35,15,233,465,11044000
1997,35,15,189,385,5755000
1996,35,15,182,393,5296000
1995,35,15,204,435,6237000
1994,35,15,223,433,5747000
1993,35,15,210,473,8427000
2011,35,16,224,503,9442000
2010,35,16,213,478,8134000
2009,35,16,235,517,10102000
2008,35,16,211,424,9401000
2007,35,16,203,413,9564000
2006,35,16,236,525,10437000
2005,35,16,211,439,8138000
2004,35,16,200,422,8324000
2003,35,16,203,426,7124000
2002,35,16,190,407,6123000
2001,35,16,180,366,5342000
2000,35,16,224,478,7319000
1999,35,16,190,397,6371000
1998,35,16,189,409,5662000
1997,35,16,195,429,4888000
1996,35,16,220,507,5495000
1995,35,16,207,496,6222000
1994,35,16,300,782,7846000
1993,35,16,241,586,6627000
2011,35,17,555,980,26571000
2010,35,17,576,990,26167000
2009,35,17,617,1138,30425000
2008,35,17,630,1122,30995000
2007,35,17,632,1105,31622000
2006,35,17,682,1255,32411000
2005,35,17,688,1194,28666000
2004,35,17,649,1167,31054000
2003,35,17,691,1205,33782000
2002,35,17,683,1194,29009000
2001,35,17,600,1004,26684000
2000,35,17,645,1105,31144000
1999,35,17,742,1315,28327000
1998,35,17,713,1307,27426000
1997,35,17,781,1419,28899000
1996,35,17,756,1333,28005000
1995,35,17,832,1470,31683000
1994,35,17,823,1525,26994000
1993,35,17,710,1477,24353000
2011,35,18,268,494,10920000
2010,35,18,271,491,11418000
2009,35,18,264,497,12496000
2008,35,18,270,517,14438000
2007,35,18,298,570,12914000
2006,35,18,286,521,11899000
2005,35,18,260,511,10623000
2004,35,18,264,505,9522000
2003,35,18,256,496,9665000
2002,35,18,258,440,11413000
2001,35,18,248,457,8537000
2000,35,18,231,418,7867000
1999,35,18,266,487,11608000
1998,35,18,315,534,9201000
1997,35,18,276,510,8134000
1996,35,18,291,540,7318000
1995,35,18,331,653,9460000
1994,35,18,300,553,6941000
1993,35,18,253,479,5286000
2011,35,19,181,327,8121000
2010,35,19,174,319,10371000
2009,35,19,168,305,6389000
2008,35,19,164,327,7459000
2007,35,19,148,262,6084000
2006,35,19,172,320,5824000
2005,35,19,186,309,7087000
2004,35,19,206,365,6637000
2003,35,19,184,336,6661000
2002,35,19,182,350,6453000
2001,35,19,186,328,7689000
2000,35,19,187,342,5613000
1999,35,19,203,374,12623000
1998,35,19,197,372,5736000
1997,35,19,225,403,6321000
1996,35,19,243,422,6495000
1995,35,19,184,322,4763000
1994,35,19,210,394,5571000
1993,35,19,153,259,3649000
2011,35,20,368,732,13965000
2010,35,20,349,734,12091000
2009,35,20,486,1087,16693000
2008,35,20,420,906,16697000
2007,35,20,431,934,16353000
2006,35,20,378,875,13553000
2005,35,20,428,964,15295000
2004,35,20,399,838,13024000
2003,35,20,395,851,12793000
2002,35,20,425,932,14130000
2001,35,20,393,827,13279000
2000,35,20,378,811,13815000
1999,35,20,398,801,12189000
1998,35,20,381,778,11423000
1997,35,20,414,871,12552000
1996,35,20,444,986,12930000
1995,35,20,464,1011,13533000
1994,35,20,447,985,9875000
1993,35,20,441,1019,10605000
2011,35,21,155,280,6559000
2010,35,21,160,304,5653000
2009,35,21,118,241,4853000
2008,35,21,135,276,5306000
2007,35,21,122,218,4492000
2006,35,21,124,236,4625000
2005,35,21,122,205,3971000
2004,35,21,117,241,3575000
2003,35,21,142,237,4149000
2002,35,21,122,244,3710000
2001,35,21,113,248,3479000
2000,35,21,133,260,4123000
1999,35,21,125,234,4542000
1998,35,21,107,217,3068000
1997,35,21,124,234,3600000
1996,35,21,150,296,3358000
1995,35,21,148,308,3286000
1994,35,21,146,295,5798000
1993,35,21,144,299,3022000
2011,35,22,201,385,7524000
2010,35,22,203,418,8332000
2009,35,22,242,450,12461000
2008,35,22,221,464,14625000
2007,35,22,219,442,11909000
2006,35,22,372,723,17326000
2005,35,22,252,508,11342000
2004,35,22,222,425,8006000
2003,35,22,263,517,8267000
2002,35,22,247,513,8927000
2001,35,22,250,486,8604000
2000,35,22,225,459,7727000
1999,35,22,220,441,7087000
1998,35,22,247,509,8052000
1997,35,22,252,489,6892000
1996,35,22,280,559,9042000
1995,35,22,262,554,7274000
1994,35,22,273,583,6961000
1993,35,22,340,804,8959000
2011,35,23,73,111,2897000
2010,35,23,91,147,3285000
2009,35,23,97,158,3310000
2008,35,23,91,156,5075000
2007,35,23,79,139,3237000
2006,35,23,92,146,3438000
2005,35,23,95,165,3944000
2004,35,23,88,138,2432000
2003,35,23,68,131,2470000
2002,35,23,81,127,2087000
2001,35,23,70,119,2150000
2000,35,23,91,145,2841000
1999,35,23,62,97,1422000
1998,35,23,93,156,2390000
1997,35,23,113,179,2508000
1996,35,23,96,152,2209000
1995,35,23,163,347,3682000
1994,35,23,146,320,3231000
1993,35,23,118,192,2565000
2011,35,24,295,515,18755000
2010,35,24,261,482,14218000
2009,35,24,275,507,18886000
2008,35,24,296,534,17019000
2007,35,24,340,593,22067000
2006,35,24,306,586,22153000
2005,35,24,330,618,17852000
2004,35,24,307,574,18283000
2003,35,24,292,553,15393000
2002,35,24,272,530,14272000
2001,35,24,243,487,13680000
2000,35,24,253,492,14008000
1999,35,24,255,489,11875000
1998,35,24,274,495,12307000
1997,35,24,303,554,12529000
1996,35,24,326,567,12399000
1995,35,24,355,673,12876000
1994,35,24,368,724,14583000
1993,35,24,333,677,14831000
2011,35,25,237,387,12011000
2010,35,25,268,430,13689000
2009,35,25,254,385,11921000
2008,35,25,269,408,13836000
2007,35,25,292,471,16365000
2006,35,25,312,559,18084000
2005,35,25,352,594,18344000
2004,35,25,368,659,20413000
2003,35,25,287,440,13193000
2002,35,25,290,433,11444000
2001,35,25,247,384,12551000
2000,35,25,268,416,10608000
1999,35,25,285,437,11633000
1998,35,25,273,455,12435000
1997,35,25,332,505,11225000
1996,35,25,307,500,11139000
1995,35,25,18,-38,1744000
1994,35,25,370,553,9881000
1993,35,25,391,633,11567000
2011,35,26,399,695,14865000
2010,35,26,468,870,19600000
2009,35,26,452,877,22834000
2008,35,26,477,883,21679000
2007,35,26,476,850,21334000
2006,35,26,435,792,20133000
2005,35,26,376,664,15753000
2004,35,26,417,738,15683000
2003,35,26,370,646,13418000
2002,35,26,364,684,15788000
2001,35,26,324,544,13340000
2000,35,26,348,608,14523000
1999,35,26,372,657,22237000
1998,35,26,403,699,14798000
1997,35,26,416,733,14044000
1996,35,26,431,738,11258000
1995,35,26,455,868,14195000
1994,35,26,460,863,11932000
1993,35,26,445,876,10996000
2011,35,27,250,434,8919000
2010,35,27,291,475,13443000
2009,35,27,304,528,13977000
2008,35,27,306,543,15311000
2007,35,27,283,537,12943000
2006,35,27,321,534,13494000
2005,35,27,327,558,14984000
2004,35,27,293,498,10535000
2003,35,27,317,545,13556000
2002,35,27,302,529,14110000
2001,35,27,275,441,11115000
2000,35,27,316,531,11604000
1999,35,27,322,612,13876000
1998,35,27,337,552,12160000
1997,35,27,342,573,10832000
1996,35,27,341,563,11076000
1995,35,27,340,544,9498000
1994,35,27,322,575,10291000
1993,35,27,268,451,6967000
2011,35,28,135,274,5041000
2010,35,28,138,257,5016000
2009,35,28,139,260,4636000
2008,35,28,134,251,5214000
2007,35,28,131,246,5062000
2006,35,28,156,319,5646000
2005,35,28,128,269,4365000
2004,35,28,145,278,4393000
2003,35,28,154,282,4632000
2002,35,28,146,322,4643000
2001,35,28,143,270,4247000
2000,35,28,130,253,4372000
1999,35,28,137,291,3962000
1998,35,28,161,330,4902000
1997,35,28,169,345,4555000
1996,35,28,143,287,3725000
1995,35,28,152,316,3615000
1994,35,28,144,327,3824000
1993,35,28,126,249,2515000
2011,35,29,387,743,21234000
2010,35,29,346,630,14459000
2009,35,29,370,677,15526000
2008,35,29,369,678,17036000
2007,35,29,359,659,14974000
2006,35,29,322,612,15578000
2005,35,29,367,686,12961000
2004,35,29,398,773,14086000
2003,35,29,401,776,15226000
2002,35,29,390,717,7608000
2001,35,29,300,553,11426000
2000,35,29,351,622,11186000
1999,35,29,384,776,13600000
1998,35,29,383,733,12843000
1997,35,29,397,746,10595000
1996,35,29,382,711,11032000
1995,35,29,386,723,9463000
1994,35,29,396,774,9326000
1993,35,29,367,767,9826000
2011,35,30,183,381,7609000
2010,35,30,174,335,6565000
2009,35,30,201,400,8228000
2008,35,30,169,306,7328000
2007,35,30,180,357,6928000
2006,35,30,208,391,7088000
2005,35,30,204,413,7036000
2004,35,30,179,346,5066000
2003,35,30,242,475,6512000
2002,35,30,195,357,5413000
2001,35,30,223,420,6384000
2000,35,30,196,367,5021000
1999,35,30,233,454,5052000
1998,35,30,231,415,5100000
1997,35,30,206,406,5093000
1996,35,30,213,426,4911000
1995,35,30,169,356,3591000
1994,35,30,207,429,4423000
1993,35,30,149,300,3487000
2011,35,31,177,344,6339000
2010,35,31,176,363,7611000
2009,35,31,177,371,7723000
2008,35,31,168,343,8496000
2007,35,31,166,336,6849000
2006,35,31,193,429,8244000
2005,35,31,182,382,8524000
2004,35,31,215,425,7786000
2003,35,31,173,321,4797000
2002,35,31,193,391,7293000
2001,35,31,205,434,6715000
2000,35,31,192,392,6683000
1999,35,31,220,458,7347000
1998,35,31,190,403,6857000
1997,35,31,229,468,6530000
1996,35,31,210,436,5617000
1995,35,31,195,417,4227000
1994,35,31,204,439,4355000
1993,35,31,190,400,5167000
2011,35,32,806,1669,36308000
2010,35,32,830,1765,35577000
2009,35,32,940,1923,39537000
2008,35,32,813,1603,35711000
2007,35,32,789,1585,36389000
2006,35,32,777,1564,38027000
2005,35,32,778,1629,33387000
2004,35,32,656,1301,24348000
2003,35,32,624,1208,22477000
2002,35,32,703,1412,25314000
2001,35,32,596,1211,22294000
2000,35,32,588,1194,21238000
1999,35,32,604,1233,19752000
1998,35,32,613,1190,17848000
1997,35,32,513,1066,16983000
1996,35,32,597,1238,16437000
1995,35,32,667,1374,16259000
1994,35,32,577,1236,15552000
1993,35,32,1029,2425,24795000
2011,35,33,82,151,4132000
2010,35,33,67,97,2743000
2009,35,33,83,139,3035000
2008,35,33,79,121,3854000
2007,35,33,90,150,5476000
2006,35,33,96,162,5036000
2005,35,33,78,145,3517000
2004,35,33,73,137,3337000
2003,35,33,83,134,2984000
2002,35,33,85,152,3623000
2001,35,33,75,121,2073000
2000,35,33,77,136,3502000
1999,35,33,90,133,4709000
1998,35,33,102,176,3824000
1997,35,33,94,152,2741000
1996,35,33,90,153,2452000
1995,35,33,470,813,14291000
1994,35,33,108,171,3325000
1993,35,33,86,141,2230000
2011,35,34,174,314,15415000
2010,35,34,205,338,12883000
2009,35,34,200,341,12809000
2008,35,34,274,474,22548000
2007,35,34,255,437,17338000
2006,35,34,249,451,17522000
2005,35,34,246,464,10986000
2004,35,34,245,425,11894000
2003,35,34,229,392,9647000
2002,35,34,221,358,12266000
2001,35,34,189,311,10376000
2000,35,34,212,341,9136000
1999,35,34,223,384,11158000
1998,35,34,290,502,14528000
1997,35,34,305,520,14439000
1996,35,34,313,530,12887000
1995,35,34,345,627,15262000
1994,35,34,327,562,11298000
1993,35,34,293,487,9459000
2011,35,35,704281,1529293,33734099000
2010,35,35,705657,1523327,32711479000
2009,35,35,713850,1522280,34007287000
2008,35,35,696154,1486900,33965363000
2007,35,35,649931,1412698,31201412000
2006,35,35,635442,1392869,28917227000
2005,35,35,630091,1390000,27109525000
2004,35,35,621802,1376559,25305806000
2003,35,35,614354,1360124,24285244000
2002,35,35,561648,1249126,21007777000
2001,35,35,552661,1238251,20210319000
2000,35,35,593708,1337065,22602217000
1999,35,35,584236,1321939,21159385000
1998,35,35,575849,1309174,19990971000
1997,35,35,570256,1303338,18891718000
1996,35,35,557864,1282581,17858827000
1995,35,35,540730,1254033,16123297000
1994,35,35,527139,1238568,15171395000
1993,35,35,516898,1217247,14443184000
2011,35,36,599,925,30248000
2010,35,36,610,1011,34970000
2009,35,36,620,1009,34162000
2008,35,36,554,866,32712000
2007,35,36,638,1028,31547000
2006,35,36,688,1118,35349000
2005,35,36,726,1218,32258000
2004,35,36,627,1053,25668000
2003,35,36,619,996,32237000
2002,35,36,638,1053,34016000
2001,35,36,537,823,26794000
2000,35,36,572,920,35905000
1999,35,36,625,1002,25462000
1998,35,36,697,1123,25259000
1997,35,36,837,1361,28521000
1996,35,36,901,1476,32021000
1995,35,36,1036,1818,34903000
1994,35,36,1002,1727,37823000
1993,35,36,891,1470,24105000
2011,35,37,427,811,19031000
2010,35,37,439,879,17435000
2009,35,37,404,851,22276000
2008,35,37,365,708,17201000
2007,35,37,397,792,15126000
2006,35,37,373,718,17333000
2005,35,37,365,690,12109000
2004,35,37,410,780,15299000
2003,35,37,439,819,18386000
2002,35,37,412,785,13801000
2001,35,37,315,578,10507000
2000,35,37,321,628,11969000
1999,35,37,336,649,10028000
1998,35,37,361,702,14426000
1997,35,37,377,748,10604000
1996,35,37,306,593,8364000
1995,35,37,347,640,8474000
1994,35,37,354,745,9209000
1993,35,37,345,720,7960000
2011,35,38,75,161,2987000
2010,35,38,61,118,3033000
2009,35,38,85,192,4183000
2008,35,38,64,120,2660000
2007,35,38,59,108,2554000
2006,35,38,65,133,2461000
2005,35,38,70,143,2661000
2004,35,38,60,122,2768000
2003,35,38,69,138,2545000
2002,35,38,59,130,2164000
2001,35,38,68,151,2165000
2000,35,38,80,187,2474000
1999,35,38,111,261,3823000
1998,35,38,81,160,1936000
1997,35,38,101,216,2665000
1996,35,38,89,195,2224000
1995,35,38,101,209,2647000
1994,35,38,91,218,2480000
1993,35,38,79,177,2286000
2011,35,39,442,827,18501000
2010,35,39,481,837,20908000
2009,35,39,449,826,21570000
2008,35,39,433,806,20272000
2007,35,39,494,935,26838000
2006,35,39,550,1088,27143000
2005,35,39,494,939,25038000
2004,35,39,472,935,19875000
2003,35,39,440,791,17300000
2002,35,39,450,842,20575000
2001,35,39,477,902,18253000
2000,35,39,447,791,17593000
1999,35,39,473,825,8503000
1998,35,39,543,1027,20461000
1997,35,39,548,1000,17679000
1996,35,39,505,966,15612000
1995,35,39,627,1147,18572000
1994,35,39,593,1173,17817000
1993,35,39,499,922,13285000
2011,35,40,560,1157,21509000
2010,35,40,523,1090,18261000
2009,35,40,623,1248,24674000
2008,35,40,540,1115,22501000
2007,35,40,533,1099,18075000
2006,35,40,555,1162,19284000
2005,35,40,606,1273,20813000
2004,35,40,643,1383,20171000
2003,35,40,682,1456,22818000
2002,35,40,647,1362,19997000
2001,35,40,657,1377,20853000
2000,35,40,685,1448,23860000
1999,35,40,627,1339,18804000
1998,35,40,591,1248,17189000
1997,35,40,624,1289,16444000
1996,35,40,608,1314,17171000
1995,35,40,689,1497,17428000
1994,35,40,621,1344,15447000
1993,35,40,669,1485,16341000
2011,35,41,382,664,14482000
2010,35,41,442,740,15091000
2009,35,41,443,762,17405000
2008,35,41,414,667,17200000
2007,35,41,420,793,19191000
2006,35,41,407,727,14862000
2005,35,41,403,723,14810000
2004,35,41,449,790,14934000
2003,35,41,429,771,17267000
2002,35,41,464,832,18322000
2001,35,41,385,663,13243000
2000,35,41,435,818,14393000
1999,35,41,443,772,11965000
1998,35,41,400,711,11936000
1997,35,41,377,664,10027000
1996,35,41,410,784,12722000
1995,35,41,426,788,12354000
1994,35,41,428,855,11722000
1993,35,41,335,624,7228000
2011,35,42,377,641,20735000
2010,35,42,358,599,16406000
2009,35,42,358,585,18814000
2008,35,42,373,670,18940000
2007,35,42,407,725,21655000
2006,35,42,419,739,19711000
2005,35,42,466,781,24154000
2004,35,42,415,678,16039000
2003,35,42,379,626,14536000
2002,35,42,397,625,18611000
2001,35,42,357,586,14152000
2000,35,42,381,591,14348000
1999,35,42,389,649,14417000
1998,35,42,452,739,14099000
1997,35,42,479,839,15814000
1996,35,42,452,776,13240000
1995,35,42,510,911,14462000
1994,35,42,545,978,17987000
1993,35,42,479,849,13357000
2011,35,44,39,62,1969000
2010,35,44,37,57,1416000
2009,35,44,40,72,2392000
2008,35,44,54,92,3085000
2007,35,44,44,77,2115000
2006,35,44,46,82,2073000
2005,35,44,45,78,2049000
2004,35,44,50,87,1857000
2003,35,44,39,57,1020000
2002,35,44,36,63,1533000
2001,35,44,34,52,1672000
2000,35,44,43,65,973000
1999,35,44,40,72,1352000
1998,35,44,57,76,1534000
1997,35,44,52,89,1553000
1996,35,44,44,63,1123000
1995,35,44,52,95,1624000
1994,35,44,51,87,1758000
1993,35,44,52,86,969000
2011,35,45,190,388,7992000
2010,35,45,175,371,7402000
2009,35,45,150,326,7630000
2008,35,45,160,301,9194000
2007,35,45,171,320,8565000
2006,35,45,168,358,8571000
2005,35,45,167,334,8675000
2004,35,45,177,336,6624000
2003,35,45,166,322,8876000
2002,35,45,171,362,7389000
2001,35,45,155,307,6202000
2000,35,45,139,258,4524000
1999,35,45,139,303,7037000
1998,35,45,158,310,6060000
1997,35,45,148,326,4686000
1996,35,45,190,454,5268000
1995,35,45,192,441,5315000
1994,35,45,154,368,3960000
1993,35,45,238,584,5955000
2011,35,46,113,235,4920000
2010,35,46,116,242,4264000
2009,35,46,124,231,4041000
2008,35,46,107,219,4442000
2007,35,46,115,227,3965000
2006,35,46,114,234,3967000
2005,35,46,111,228,3568000
2004,35,46,119,238,3767000
2003,35,46,98,216,2834000
2002,35,46,124,226,4263000
2001,35,46,119,232,3283000
2000,35,46,130,267,3172000
1999,35,46,131,256,4020000
1998,35,46,160,328,4467000
1997,35,46,133,268,2776000
1996,35,46,130,276,5146000
1995,35,46,151,320,3908000
1994,35,46,139,327,3433000
1993,35,46,111,215,2327000
2011,35,47,281,532,13051000
2010,35,47,312,602,13810000
2009,35,47,291,576,13287000
2008,35,47,301,587,12740000
2007,35,47,249,505,12193000
2006,35,47,250,511,10994000
2005,35,47,254,483,10602000
2004,35,47,249,466,9657000
2003,35,47,270,483,9833000
2002,35,47,236,465,9599000
2001,35,47,260,469,8252000
2000,35,47,247,456,8032000
1999,35,47,231,454,7971000
1998,35,47,252,498,9390000
1997,35,47,242,475,9238000
1996,35,47,223,416,6739000
1995,35,47,251,466,7027000
1994,35,47,240,496,7167000
1993,35,47,212,427,5474000
2011,35,48,5366,11244,212923000
2010,35,48,5572,11858,213202000
2009,35,48,5606,11759,227224000
2008,35,48,5775,12211,233870000
2007,35,48,5784,12351,237325000
2006,35,48,5782,12519,233041000
2005,35,48,5857,12638,214632000
2004,35,48,5968,12462,206981000
2003,35,48,6014,12588,192998000
2002,35,48,6061,12934,200019000
2001,35,48,5838,12689,201486000
2000,35,48,5847,12540,189410000
1999,35,48,6050,13319,176963000
1998,35,48,5980,13389,164321000
1997,35,48,6296,14264,174789000
1996,35,48,6449,14745,162860000
1995,35,48,6544,15163,172981000
1994,35,48,6481,15244,160993000
1993,35,48,6651,16126,154966000
2011,35,49,479,1184,17651000
2010,35,49,522,1254,19262000
2009,35,49,589,1393,20298000
2008,35,49,513,1203,18031000
2007,35,49,523,1180,19186000
2006,35,49,521,1162,18831000
2005,35,49,536,1295,19442000
2004,35,49,588,1396,19839000
2003,35,49,554,1380,16270000
2002,35,49,538,1302,16932000
2001,35,49,634,1619,20378000
2000,35,49,539,1329,14996000
1999,35,49,583,1528,16584000
1998,35,49,510,1279,12489000
1997,35,49,515,1225,11421000
1996,35,49,576,1508,12649000
1995,35,49,583,1485,12704000
1994,35,49,537,1394,12731000
1993,35,49,593,1715,17841000
2011,35,50,71,103,3120000
2010,35,50,60,92,2499000
2009,35,50,46,89,1717000
2008,35,50,67,93,4411000
2007,35,50,49,81,1751000
2006,35,50,58,87,1860000
2005,35,50,63,96,1999000
2004,35,50,53,78,2044000
2003,35,50,69,117,2781000
2002,35,50,58,92,1840000
2001,35,50,63,88,2141000
2000,35,50,52,75,1549000
1999,35,50,67,111,2250000
1998,35,50,44,67,956000
1997,35,50,72,108,1930000
1996,35,50,72,110,2489000
1995,35,50,88,138,1956000
1994,35,50,95,152,2360000
1993,35,50,72,112,1333000
2011,35,51,557,1179,39874000
2010,35,51,481,946,29793000
2009,35,51,561,1143,38006000
2008,35,51,520,978,32734000
2007,35,51,564,1162,40397000
2006,35,51,634,1274,43274000
2005,35,51,489,956,31141000
2004,35,51,536,1057,31410000
2003,35,51,538,1054,30685000
2002,35,51,566,1154,42741000
2001,35,51,417,801,21934000
2000,35,51,434,907,24378000
1999,35,51,515,1044,24447000
1998,35,51,493,980,23075000
1997,35,51,541,1055,25787000
1996,35,51,592,1253,24974000
1995,35,51,609,1238,24497000
1994,35,51,595,1228,20591000
1993,35,51,559,1186,20436000
2011,35,53,686,1274,30039000
2010,35,53,709,1282,30589000
2009,35,53,737,1320,33106000
2008,35,53,745,1367,35173000
2007,35,53,771,1459,37158000
2006,35,53,759,1380,33798000
2005,35,53,727,1323,27645000
2004,35,53,707,1341,27205000
2003,35,53,789,1422,28201000
2002,35,53,758,1432,29629000
2001,35,53,660,1240,27001000
2000,35,53,759,1411,31483000
1999,35,53,678,1295,22712000
1998,35,53,711,1327,25953000
1997,35,53,656,1245,18578000
1996,35,53,694,1338,19330000
1995,35,53,753,1491,19578000
