id,stateAbbr,stateName,propertyTax,salesTax,incomeTax,corporateTax,otherTax
0,US,United States,0.331176797241936,0.2251657363988990,0.212888533986281,0.0362713214859099,0.194497610886974
1,AL,Alabama,0.186502590251707,0.2863306417503700,0.209317109956686,0.0217009326750717,0.296148725366165
2,AK,Alaska,0.204671869975337,0.0458277422792028,0.000000000000000,0.0988367636178880,0.650663624127573
4,AZ,Arizona,0.328065048423269,0.3795395977501880,0.132236995888989,0.0258703817386236,0.134287976198931
5,AR,Arkansas,0.182211249701499,0.3668874973567050,0.228185984226264,0.0378779107398572,0.184837357975674
6,CA,California,0.288883531364260,0.2165103497815940,0.272696953206674,0.0519041518855425,0.170005013761930
8,CO,Colorado,0.381799256493294,0.2397172651743300,0.208361486036901,0.0175989043252281,0.152523087970247
9,CT,Connecticut,0.405478397095597,0.1428708306754740,0.284204056815806,0.0295578552261860,0.137888860186938
10,DE,Delaware,0.163604806382316,0,0.301910589030345,0.0851575491889991,0.449327055398340
12,FL,Florida,0.397413621202921,0.3236909182239890,0,0.0286529394834049,0.250242521089685
13,GA,Georgia,0.332419729286302,0.2744140790935130,0.246004086437228,0.0215339200917825,0.125628185091176
15,HI,Hawaii,0.201555087528825,0.3797204183515910,0.189767021378726,0.0103242950552349,0.218633177685623
16,ID,Idaho,0.290349659730242,0.2519564741672820,0.248173529404898,0.0361280457714454,0.173392290926133
17,IL,Illinois,0.405898442994808,0.1526376473329090,0.188490879551843,0.0507745900457706,0.202198440074669
18,IN,Indiana,0.272685655357138,0.2708012354441640,0.267915454251710,0.0309775413721284,0.157620113574859
19,IA,Iowa,0.345436116589530,0.2294229903102420,0.232706141268699,0.0197857101465247,0.172649041685005
20,KS,Kansas,0.333064923165853,0.2794114970278680,0.229081230890979,0.0209679743319700,0.137474374583329
21,KY,Kentucky,0.206332423265119,0.1989673558426260,0.309245172816554,0.0429932006624157,0.242461847413285
22,LA,Louisiana,0.212910006600497,0.3945948760518130,0.144708661640096,0.0118424898050461,0.235943965902548
23,ME,Maine,0.396576717529890,0.1668712692108080,0.234717329692333,0.0345220542932342,0.167312629273735
24,MD,Maryland,0.290158608956261,0.1341974057027920,0.365098632183119,0.0267191177733679,0.183826235384461
25,MA,Massachusetts,0.370717658317995,0.1372870744596660,0.323571237709190,0.0538926125304884,0.114531416982661
26,MI,Michigan,0.375844465433579,0.2625085392813310,0.188333910351416,0.0199402935166666,0.153372791417007
27,MN,Minnesota,0.304963100353245,0.1775519288663540,0.278957079344959,0.0374181245398030,0.201109766895639
28,MS,Mississippi,0.274684308235647,0.3203496797123540,0.150777070822322,0.0375398309751210,0.216649110254556
29,MO,Missouri,0.299251190697414,0.2521963562495390,0.246269776013970,0.0197250768130293,0.182557600226048
30,MT,Montana,0.389994561248840,0,0.236599942002182,0.0360986917881845,0.337306804960793
31,NE,Nebraska,0.368486756509061,0.2167356425810540,0.220695748465909,0.0198633455158092,0.174218506928166
32,NV,Nevada,0.294761961638171,0.3169748940702860,0,0,0.388263144291544
33,NH,New Hampshire,0.624520691191262,0,0.015716509008916,0.1097779561816760,0.249984843618147
34,NJ,New Jersey,0.480035574828495,0.1532343592485710,0.199756274419124,0.0417016086941961,0.125272182809614
35,NM,New Mexico,0.188398266439656,0.3858913932913990,0.151308163814528,0.0316983486925949,0.242703827761822
36,NY,New York,0.313819076756507,0.1658766127068030,0.307633377302731,0.0702479326280745,0.142423000605884
37,NC,North Carolina,0.256304549768671,0.2455397209454650,0.292771045559388,0.0323956712151351,0.172989012511341
38,ND,North Dakota,0.155041778589402,0.1917194517290070,0.091969380063066,0.0341108645566798,0.527158525061845
39,OH,Ohio,0.291620728211188,0.2105573695535870,0.290177963378864,0.0075407914647572,0.200103147391604
40,OK,Oklahoma,0.185156176822361,0.3263030068893400,0.198609226777880,0.0294716701975799,0.260459919312839
41,OR,Oregon,0.358200622379688,0,0.389334630884878,0.0366513900571333,0.215813356678300
42,PA,Pennsylvania,0.297831103360679,0.1718942758323340,0.249823375751722,0.0408546293411812,0.239596615714084
44,RI,Rhode Island,0.447469786980918,0.1622935695483550,0.200029210626133,0.0291297260834554,0.161077706761138
45,SC,South Carolina,0.349555894358781,0.2291819250597470,0.211566712034996,0.0157221415151353,0.193973327031341
46,SD,South Dakota,0.363433134974885,0.4065618338190410,0,0.0056343580247737,0.224370673181301
47,TN,Tennessee,0.267386225689749,0.4268057847425340,0.009934005157749,0.0560116173314995,0.239862367078469
48,TX,Texas,0.436188107800926,0.3002024241926590,0,0,0.263609468006414
49,UT,Utah,0.281645275425979,0.2695645222870720,0.253746935840852,0.0273443011884333,0.167698965257663
50,VT,Vermont,0.438142312441025,0.1066876764861460,0.177067493302005,0.0334627445647760,0.244639773206047
51,VA,Virginia,0.345345836148521,0.1392662861772160,0.296415149430043,0.0248314214934781,0.194141306750741
53,WA,Washington,0.305341490043333,0.4545801450541980,0,0,0.240078364902470
54,WV,West Virginia,0.204847245142512,0.1735067691373840,0.238827622364238,0.0440525451305693,0.338765818225296
55,WI,Wisconsin,0.383789996370295,0.1733078345313760,0.251084478867063,0.0332214089645046,0.158596281266762
56,WY,Wyoming,0.334996863865634,0.2851805128450840,0,0,0.379822623289282
11,DC,District of Columbia,0.327297537272275,0.1641336066903550,0.244188695319981,0.0711694953232592,0.193210665394130
