year,incomeTaxRate,incomeGreaterThan,incomeNotGreaterThan,filingStatus
1935,0.37,56000,62000,single
1935,0.4,62000,68000,single
1935,0.43,68000,74000,single
1935,0.46,74000,80000,single
1935,0.49,80000,90000,single
1935,0.54,90000,100000,single
1935,0.56,100000,150000,single
1935,0.57,150000,200000,single
1935,0.58,200000,300000,single
1935,0.59,300000,400000,single
1935,0.6,400000,500000,single
1935,0.61,500000,750000,single
1935,0.62,750000,1000000,single
1935,0.63,1000000,,single
1934,0.04,0,4000,single
1934,0.08,4000,6000,single
1934,0.09,6000,8000,single
1934,0.1,8000,10000,single
1934,0.11,10000,12000,single
1934,0.12,12000,14000,single
1934,0.13,14000,16000,single
1934,0.15,16000,18000,single
1934,0.17,18000,20000,single
1934,0.19,20000,22000,single
1934,0.21,22000,26000,single
1934,0.23,26000,32000,single
1934,0.25,32000,38000,single
1934,0.28,38000,44000,single
1934,0.31,44000,50000,single
1934,0.34,50000,56000,single
1934,0.37,56000,62000,single
1934,0.4,62000,68000,single
1934,0.43,68000,74000,single
1934,0.46,74000,80000,single
1934,0.49,80000,90000,single
1934,0.54,90000,100000,single
1934,0.56,100000,150000,single
1934,0.57,150000,200000,single
1934,0.58,200000,300000,single
1934,0.59,300000,400000,single
1934,0.6,400000,500000,single
1934,0.61,500000,750000,single
1934,0.62,750000,1000000,single
1934,0.63,1000000,,single
1933,0.04,0,4000,single
1933,0.08,4000,6000,single
1933,0.09,6000,10000,single
1933,0.1,10000,12000,single
1933,0.11,12000,14000,single
1933,0.12,14000,16000,single
1933,0.13,16000,18000,single
1933,0.14,18000,20000,single
1933,0.16,20000,22000,single
1933,0.17,22000,24000,single
1933,0.18,24000,26000,single
1933,0.19,26000,28000,single
1933,0.2,28000,30000,single
1933,0.21,30000,32000,single
1933,0.23,32000,36000,single
1933,0.24,36000,38000,single
1933,0.25,38000,40000,single
1933,0.26,40000,42000,single
1933,0.27,42000,44000,single
1933,0.28,44000,46000,single
1933,0.29,46000,48000,single
1933,0.3,48000,50000,single
1933,0.31,50000,52000,single
1933,0.32,52000,54000,single
1933,0.33,54000,56000,single
1933,0.34,56000,58000,single
1933,0.35,58000,60000,single
1933,0.36,60000,62000,single
1933,0.37,62000,64000,single
1933,0.38,64000,66000,single
1933,0.39,66000,68000,single
1933,0.4,68000,70000,single
1933,0.41,70000,72000,single
1933,0.42,72000,74000,single
1933,0.43,74000,76000,single
1933,0.44,76000,78000,single
1933,0.45,78000,80000,single
1933,0.46,80000,82000,single
1933,0.47,82000,84000,single
1933,0.48,84000,86000,single
1933,0.49,86000,88000,single
1933,0.5,88000,90000,single
1933,0.51,90000,92000,single
1933,0.52,92000,94000,single
1933,0.53,94000,96000,single
1933,0.54,96000,98000,single
1933,0.55,98000,100000,single
1933,0.56,100000,150000,single
1933,0.57,150000,200000,single
1933,0.58,200000,300000,single
1933,0.59,300000,400000,single
1933,0.6,400000,500000,single
1933,0.61,500000,750000,single
1933,0.62,750000,1000000,single
1933,0.63,1000000,,single
1932,0.04,0,4000,single
1932,0.08,4000,6000,single
1932,0.09,6000,10000,single
1932,0.1,10000,12000,single
1932,0.11,12000,14000,single
1932,0.12,14000,16000,single
1932,0.13,16000,18000,single
1932,0.14,18000,20000,single
1932,0.16,20000,22000,single
1932,0.17,22000,24000,single
1932,0.18,24000,26000,single
1932,0.19,26000,28000,single
1932,0.2,28000,30000,single
1932,0.21,30000,32000,single
1932,0.23,32000,36000,single
1932,0.24,36000,38000,single
1932,0.25,38000,40000,single
1932,0.26,40000,42000,single
1932,0.27,42000,44000,single
1932,0.28,44000,46000,single
1932,0.29,46000,48000,single
1932,0.3,48000,50000,single
1932,0.31,50000,52000,single
1932,0.32,52000,54000,single
1932,0.33,54000,56000,single
1932,0.34,56000,58000,single
1932,0.35,58000,60000,single
1932,0.36,60000,62000,single
1932,0.37,62000,64000,single
1932,0.38,64000,66000,single
1932,0.39,66000,68000,single
1932,0.4,68000,70000,single
1932,0.41,70000,72000,single
1932,0.42,72000,74000,single
1932,0.43,74000,76000,single
1932,0.44,76000,78000,single
1932,0.45,78000,80000,single
1932,0.46,80000,82000,single
1932,0.47,82000,84000,single
1932,0.48,84000,86000,single
1932,0.49,86000,88000,single
1932,0.5,88000,90000,single
1932,0.51,90000,92000,single
1932,0.52,92000,94000,single
1932,0.53,94000,96000,single
1932,0.54,96000,98000,single
1932,0.55,98000,100000,single
1932,0.56,100000,150000,single
1932,0.57,150000,200000,single
1932,0.58,200000,300000,single
1932,0.59,300000,400000,single
1932,0.6,400000,500000,single
1932,0.61,500000,750000,single
1932,0.62,750000,1000000,single
1932,0.63,1000000,,single
1931,0.015,0,4000,single
1931,0.03,4000,8000,single
1931,0.05,8000,10000,single
1931,0.06,10000,14000,single
1931,0.07,14000,16000,single
1931,0.08,16000,18000,single
1931,0.09,18000,20000,single
1931,0.1,20000,22000,single
1931,0.11,22000,24000,single
1931,0.12,24000,28000,single
1931,0.13,28000,32000,single
1931,0.14,32000,36000,single
1931,0.15,36000,40000,single
1931,0.16,40000,44000,single
1931,0.17,44000,48000,single
1931,0.18,48000,52000,single
1931,0.19,52000,56000,single
1931,0.2,56000,60000,single
1931,0.21,60000,64000,single
1931,0.22,64000,70000,single
1931,0.23,70000,80000,single
1931,0.24,80000,100000,single
1931,0.25,100000,,single
1930,0.015,0,4000,single
1930,0.03,4000,8000,single
1930,0.05,8000,10000,single
1930,0.06,10000,14000,single
1930,0.07,14000,16000,single
1930,0.08,16000,18000,single
1930,0.09,18000,20000,single
1930,0.1,20000,22000,single
1930,0.11,22000,24000,single
1930,0.12,24000,28000,single
1930,0.13,28000,32000,single
1930,0.14,32000,36000,single
1930,0.15,36000,40000,single
1930,0.16,40000,44000,single
1930,0.17,44000,48000,single
1930,0.18,48000,52000,single
1930,0.19,52000,56000,single
1930,0.2,56000,60000,single
1930,0.21,60000,64000,single
1930,0.22,64000,70000,single
1930,0.23,70000,80000,single
1930,0.24,80000,100000,single
1930,0.25,100000,,single
1929,0.015,0,4000,single
1929,0.03,4000,8000,single
1929,0.05,8000,10000,single
1929,0.06,10000,14000,single
1929,0.07,14000,16000,single
1929,0.08,16000,18000,single
1929,0.09,18000,20000,single
1929,0.1,20000,22000,single
1929,0.11,22000,24000,single
1929,0.12,24000,28000,single
1929,0.13,28000,32000,single
1929,0.14,32000,36000,single
1929,0.15,36000,40000,single
1929,0.16,40000,44000,single
1929,0.17,44000,48000,single
1929,0.18,48000,52000,single
1929,0.19,52000,56000,single
1929,0.2,56000,60000,single
1929,0.21,60000,64000,single
1929,0.22,64000,70000,single
1929,0.23,70000,80000,single
1929,0.24,80000,100000,single
1929,0.25,100000,,single
1928,0.015,0,4000,single
1928,0.03,4000,8000,single
1928,0.05,8000,10000,single
1928,0.06,10000,14000,single
1928,0.07,14000,16000,single
1928,0.08,16000,18000,single
1928,0.09,18000,20000,single
1928,0.1,20000,22000,single
1928,0.11,22000,24000,single
1928,0.12,24000,28000,single
1928,0.13,28000,32000,single
1928,0.14,32000,36000,single
1928,0.15,36000,40000,single
1928,0.16,40000,44000,single
1928,0.17,44000,48000,single
1928,0.18,48000,52000,single
1928,0.19,52000,56000,single
1928,0.2,56000,60000,single
1928,0.21,60000,64000,single
1928,0.22,64000,70000,single
1928,0.23,70000,80000,single
1928,0.24,80000,100000,single
1928,0.25,100000,,single
1927,0.015,0,4000,single
1927,0.03,4000,8000,single
1927,0.05,8000,10000,single
1927,0.06,10000,14000,single
1927,0.07,14000,16000,single
1927,0.08,16000,18000,single
1927,0.09,18000,20000,single
1927,0.1,20000,22000,single
1927,0.11,22000,24000,single
1927,0.12,24000,28000,single
1927,0.13,28000,32000,single
1927,0.14,32000,36000,single
1927,0.15,36000,40000,single
1927,0.16,40000,44000,single
1927,0.17,44000,48000,single
1927,0.18,48000,52000,single
1927,0.19,52000,56000,single
1927,0.2,56000,60000,single
1927,0.21,60000,64000,single
1927,0.22,64000,70000,single
1927,0.23,70000,80000,single
1927,0.24,80000,100000,single
1927,0.25,100000,,single
1926,0.015,0,4000,single
1926,0.03,4000,8000,single
1926,0.05,8000,10000,single
1926,0.06,10000,14000,single
1926,0.07,14000,16000,single
1926,0.08,16000,18000,single
1926,0.09,18000,20000,single
1926,0.1,20000,22000,single
1926,0.11,22000,24000,single
1926,0.12,24000,28000,single
1926,0.13,28000,32000,single
1926,0.14,32000,36000,single
1926,0.15,36000,40000,single
1926,0.16,40000,44000,single
1926,0.17,44000,48000,single
1926,0.18,48000,52000,single
1926,0.19,52000,56000,single
1926,0.2,56000,60000,single
1926,0.21,60000,64000,single
1926,0.22,64000,70000,single
1926,0.23,70000,80000,single
1926,0.24,80000,100000,single
1926,0.25,100000,,single
1925,0.015,0,4000,single
1925,0.03,4000,8000,single
1925,0.05,8000,10000,single
1925,0.06,10000,14000,single
1925,0.07,14000,16000,single
1925,0.08,16000,18000,single
1925,0.09,18000,20000,single
1925,0.1,20000,22000,single
1925,0.11,22000,24000,single
1925,0.12,24000,28000,single
1925,0.13,28000,32000,single
1925,0.14,32000,36000,single
1925,0.15,36000,40000,single
1925,0.16,40000,44000,single
1925,0.17,44000,48000,single
1925,0.18,48000,52000,single
1925,0.19,52000,56000,single
1925,0.2,56000,60000,single
1925,0.21,60000,64000,single
1925,0.22,64000,70000,single
1925,0.23,70000,80000,single
1925,0.24,80000,100000,single
1925,0.25,100000,,single
1924,0.02,0,4000,single
1924,0.04,4000,8000,single
1924,0.06,8000,10000,single
1924,0.07,10000,14000,single
1924,0.08,14000,16000,single
1924,0.09,16000,18000,single
1924,0.1,18000,20000,single
1924,0.11,20000,22000,single
1924,0.12,22000,24000,single
1924,0.13,24000,26000,single
1924,0.14,26000,28000,single
1924,0.15,28000,30000,single
1924,0.16,30000,34000,single
1924,0.17,34000,36000,single
1924,0.18,36000,38000,single
1924,0.19,38000,42000,single
1924,0.2,42000,44000,single
1924,0.21,44000,46000,single
1924,0.22,46000,48000,single
1924,0.23,48000,50000,single
1924,0.24,50000,52000,single
1924,0.25,52000,56000,single
1924,0.26,56000,58000,single
1924,0.27,58000,62000,single
1924,0.28,62000,64000,single
1924,0.29,64000,66000,single
1924,0.3,66000,68000,single
1924,0.31,68000,70000,single
1924,0.32,70000,74000,single
1924,0.33,74000,76000,single
1924,0.34,76000,80000,single
1924,0.35,80000,82000,single
1924,0.36,82000,84000,single
1924,0.37,84000,88000,single
1924,0.38,88000,90000,single
1924,0.39,90000,92000,single
1924,0.4,92000,94000,single
1924,0.41,94000,96000,single
1924,0.42,96000,100000,single
1924,0.43,100000,200000,single
1924,0.44,200000,300000,single
1924,0.45,300000,500000,single
1924,0.46,500000,,single
1923,0.04,0,4000,single
1923,0.08,4000,6000,single
1923,0.09,6000,10000,single
1923,0.1,10000,12000,single
1923,0.11,12000,14000,single
1923,0.12,14000,16000,single
1923,0.13,16000,18000,single
1923,0.14,18000,20000,single
1923,0.16,20000,22000,single
1923,0.17,22000,24000,single
1923,0.18,24000,26000,single
1923,0.19,26000,28000,single
1923,0.2,28000,30000,single
1923,0.21,30000,32000,single
1923,0.23,32000,36000,single
1923,0.24,36000,38000,single
1923,0.25,38000,40000,single
1923,0.26,40000,42000,single
1923,0.27,42000,44000,single
1923,0.28,44000,46000,single
1923,0.29,46000,48000,single
1923,0.3,48000,50000,single
1923,0.31,50000,52000,single
1923,0.32,52000,54000,single
1923,0.33,54000,56000,single
1923,0.34,56000,58000,single
1923,0.35,58000,60000,single
1923,0.36,60000,62000,single
1923,0.37,62000,64000,single
1923,0.38,64000,66000,single
1923,0.39,66000,68000,single
1923,0.4,68000,70000,single
1923,0.41,70000,72000,single
1923,0.42,72000,74000,single
1923,0.43,74000,76000,single
1923,0.44,76000,78000,single
1923,0.45,78000,80000,single
1923,0.46,80000,82000,single
1923,0.47,82000,84000,single
1923,0.48,84000,86000,single
1923,0.49,86000,88000,single
1923,0.5,88000,90000,single
1923,0.51,90000,92000,single
1923,0.52,92000,94000,single
1923,0.53,94000,96000,single
1923,0.54,96000,98000,single
1923,0.55,98000,100000,single
1923,0.56,100000,150000,single
1923,0.57,150000,200000,single
1923,0.58,200000,,single
1922,0.04,0,4000,single
1922,0.08,4000,6000,single
1922,0.09,6000,10000,single
1922,0.1,10000,12000,single
1922,0.11,12000,14000,single
1922,0.12,14000,16000,single
1922,0.13,16000,18000,single
1922,0.14,18000,20000,single
1922,0.16,20000,22000,single
1922,0.17,22000,24000,single
1922,0.18,24000,26000,single
1922,0.19,26000,28000,single
1922,0.2,28000,30000,single
1922,0.21,30000,32000,single
1922,0.23,32000,36000,single
1922,0.24,36000,38000,single
1922,0.25,38000,40000,single
1922,0.26,40000,42000,single
1922,0.27,42000,44000,single
1922,0.28,44000,46000,single
1922,0.29,46000,48000,single
1922,0.3,48000,50000,single
1922,0.31,50000,52000,single
1922,0.32,52000,54000,single
1922,0.33,54000,56000,single
1922,0.34,56000,58000,single
1922,0.35,58000,60000,single
1922,0.36,60000,62000,single
1922,0.37,62000,64000,single
1922,0.38,64000,66000,single
1922,0.39,66000,68000,single
1922,0.4,68000,70000,single
1922,0.41,70000,72000,single
1922,0.42,72000,74000,single
1922,0.43,74000,76000,single
1922,0.44,76000,78000,single
1922,0.45,78000,80000,single
1922,0.46,80000,82000,single
1922,0.47,82000,84000,single
1922,0.48,84000,86000,single
1922,0.49,86000,88000,single
1922,0.5,88000,90000,single
1922,0.51,90000,92000,single
1922,0.52,92000,94000,single
1922,0.53,94000,96000,single
1922,0.54,96000,98000,single
1922,0.55,98000,100000,single
1922,0.56,100000,150000,single
1922,0.57,150000,200000,single
1922,0.58,200000,,single
1921,0.04,0,4000,single
1921,0.08,4000,5000,single
1921,0.09,5000,6000,single
1921,0.1,6000,8000,single
1921,0.11,8000,10000,single
1921,0.12,10000,12000,single
1921,0.13,12000,14000,single
1921,0.14,14000,16000,single
1921,0.15,16000,18000,single
1921,0.16,18000,20000,single
1921,0.17,20000,22000,single
1921,0.18,22000,24000,single
1921,0.19,24000,26000,single
1921,0.2,26000,28000,single
1921,0.21,28000,30000,single
1921,0.22,30000,32000,single
1921,0.23,32000,34000,single
1921,0.24,34000,36000,single
1921,0.25,36000,38000,single
1921,0.26,38000,40000,single
1921,0.27,40000,42000,single
1921,0.28,42000,44000,single
1921,0.29,44000,46000,single
1921,0.3,46000,48000,single
1921,0.31,48000,50000,single
1921,0.32,50000,52000,single
1921,0.33,52000,54000,single
1921,0.34,54000,56000,single
1921,0.35,56000,58000,single
1921,0.36,58000,60000,single
1921,0.37,60000,62000,single
1921,0.38,62000,64000,single
1921,0.39,64000,66000,single
1921,0.4,66000,68000,single
1921,0.41,68000,70000,single
1921,0.42,70000,72000,single
1921,0.43,72000,74000,single
1921,0.44,74000,76000,single
1921,0.45,76000,78000,single
1921,0.46,78000,80000,single
1921,0.47,80000,82000,single
1921,0.48,82000,84000,single
1921,0.49,84000,86000,single
1921,0.5,86000,88000,single
1921,0.51,88000,90000,single
1921,0.52,90000,92000,single
1921,0.53,92000,94000,single
1921,0.54,94000,96000,single
1921,0.55,96000,98000,single
1921,0.56,98000,100000,single
1921,0.6,100000,150000,single
1921,0.64,150000,200000,single
1921,0.68,200000,300000,single
1921,0.71,300000,500000,single
1921,0.72,500000,1000000,single
1921,0.73,1000000,,single
1920,0.04,0,4000,single
1920,0.08,4000,5000,single
1920,0.09,5000,6000,single
1920,0.1,6000,8000,single
1920,0.11,8000,10000,single
1920,0.12,10000,12000,single
1920,0.13,12000,14000,single
1920,0.14,14000,16000,single
1920,0.15,16000,18000,single
1920,0.16,18000,20000,single
1920,0.17,20000,22000,single
1920,0.18,22000,24000,single
1920,0.19,24000,26000,single
1920,0.2,26000,28000,single
1920,0.21,28000,30000,single
1920,0.22,30000,32000,single
1920,0.23,32000,34000,single
1920,0.24,34000,36000,single
1920,0.25,36000,38000,single
1920,0.26,38000,40000,single
1920,0.27,40000,42000,single
1920,0.28,42000,44000,single
1920,0.29,44000,46000,single
1920,0.3,46000,48000,single
1920,0.31,48000,50000,single
1920,0.32,50000,52000,single
1920,0.33,52000,54000,single
1920,0.34,54000,56000,single
1920,0.35,56000,58000,single
1920,0.36,58000,60000,single
1920,0.37,60000,62000,single
1920,0.38,62000,64000,single
1920,0.39,64000,66000,single
1920,0.4,66000,68000,single
1920,0.41,68000,70000,single
1920,0.42,70000,72000,single
1920,0.43,72000,74000,single
1920,0.44,74000,76000,single
1920,0.45,76000,78000,single
1920,0.46,78000,80000,single
1920,0.47,80000,82000,single
1920,0.48,82000,84000,single
1920,0.49,84000,86000,single
1920,0.5,86000,88000,single
1920,0.51,88000,90000,single
1920,0.52,90000,92000,single
1920,0.53,92000,94000,single
1920,0.54,94000,96000,single
1920,0.55,96000,98000,single
1920,0.56,98000,100000,single
1920,0.6,100000,150000,single
1920,0.64,150000,200000,single
1920,0.68,200000,300000,single
1920,0.71,300000,500000,single
1920,0.72,500000,1000000,single
1920,0.73,1000000,,single
1919,0.04,0,4000,single
1919,0.08,4000,5000,single
1919,0.09,5000,6000,single
1919,0.1,6000,8000,single
1919,0.11,8000,10000,single
1919,0.12,10000,12000,single
1919,0.13,12000,14000,single
1919,0.14,14000,16000,single
1919,0.15,16000,18000,single
1919,0.16,18000,20000,single
1919,0.17,20000,22000,single
1919,0.18,22000,24000,single
1919,0.19,24000,26000,single
1919,0.2,26000,28000,single
1919,0.21,28000,30000,single
1919,0.22,30000,32000,single
1919,0.23,32000,34000,single
1919,0.24,34000,36000,single
1919,0.25,36000,38000,single
1919,0.26,38000,40000,single
1919,0.27,40000,42000,single
1919,0.28,42000,44000,single
1919,0.29,44000,46000,single
1919,0.3,46000,48000,single
1919,0.31,48000,50000,single
1919,0.32,50000,52000,single
1919,0.33,52000,54000,single
1919,0.34,54000,56000,single
1919,0.35,56000,58000,single
1919,0.36,58000,60000,single
1919,0.37,60000,62000,single
1919,0.38,62000,64000,single
1919,0.39,64000,66000,single
1919,0.4,66000,68000,single
1919,0.41,68000,70000,single
1919,0.42,70000,72000,single
1919,0.43,72000,74000,single
1919,0.44,74000,76000,single
1919,0.45,76000,78000,single
1919,0.46,78000,80000,single
1919,0.47,80000,82000,single
1919,0.48,82000,84000,single
1919,0.49,84000,86000,single
1919,0.5,86000,88000,single
1919,0.51,88000,90000,single
1919,0.52,90000,92000,single
1919,0.53,92000,94000,single
1919,0.54,94000,96000,single
1919,0.55,96000,98000,single
1919,0.56,98000,100000,single
1919,0.6,100000,150000,single
1919,0.64,150000,200000,single
1919,0.68,200000,300000,single
1919,0.71,300000,500000,single
1919,0.72,500000,1000000,single
1919,0.73,1000000,,single
1918,0.06,0,4000,single
1918,0.12,4000,5000,single
1918,0.13,5000,6000,single
1918,0.14,6000,8000,single
1918,0.15,8000,10000,single
1918,0.16,10000,12000,single
1918,0.17,12000,14000,single
1918,0.18,14000,16000,single
1918,0.19,16000,18000,single
1918,0.2,18000,20000,single
1918,0.21,20000,22000,single
1918,0.22,22000,24000,single
1918,0.23,24000,26000,single
1918,0.24,26000,28000,single
1918,0.25,28000,30000,single
