"COU","Country","CORP_TAX","Corporate income tax rate","TAR","Targeted","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,33,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,33,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,30,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,30,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,30,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,28,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,28,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,28,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,28,,
"NZL","New Zealand","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,23.75,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,28,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,27,,
"NOR","Norway","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,27,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2000","2000","PC","Percentage","0","units",,,30,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2001","2001","PC","Percentage","0","units",,,28,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2002","2002","PC","Percentage","0","units",,,28,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2003","2003","PC","Percentage","0","units",,,27,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,19,,
"POL","Poland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,19,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,32,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,32,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,30,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,30,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,25,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,25,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,25,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,25,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,25,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,25,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,25,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,27,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,30,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,30,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,30,,
"PRT","Portugal","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,28,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,29,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,29,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,25,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,25,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,19,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,23,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,22,,
"SVK","Slovak Republic","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,22,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,35,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,35,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,35,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,35,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,35,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,35,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,35,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,32.5,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,30,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,30,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,30,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,30,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,30,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,30,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,30,,
"ESP","Spain","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2000","2000","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2001","2001","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2002","2002","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2003","2003","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,28,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,26.3,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,26.3,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,26.3,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,26.3,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,22,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,22,,
"SWE","Sweden","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,22,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2000","2000","PC","Percentage","0","units",,,6.381,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2001","2001","PC","Percentage","0","units",,,6.401,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2002","2002","PC","Percentage","0","units",,,6.425,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2003","2003","PC","Percentage","0","units",,,6.452,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,6.452,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,6.69,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,6.69,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,6.688,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,6.7,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,6.7,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,6.7,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,6.7,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,6.7,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,6.702,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,6.702,,
"CHE","Switzerland","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,6.702,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2000","2000","PC","Percentage","0","units",,,33,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2001","2001","PC","Percentage","0","units",,,33,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2002","2002","PC","Percentage","0","units",,,33,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2003","2003","PC","Percentage","0","units",,,30,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,33,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,30,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,20,,
"TUR","Turkey","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,20,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,28,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,28,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,28,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,26,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,24,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,23,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,21,,
"GBR","United Kingdom","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,20,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,32.7,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,32.7,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,32.687,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,32.673,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,32.676,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,32.69,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,32.683,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,32.7,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,32.711,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,32.76,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,32.736,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,32.743,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,32.781,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,32.82,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,32.806,,
"USA","United States","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,32.848,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,15,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,15,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,16,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,16.5,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,17,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,17,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,17,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,17,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,17,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,17,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,17,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,20,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,20,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,20,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,21,,
"CHL","Chile","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,22.5,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2000","2000","PC","Percentage","0","units",,,26,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2001","2001","PC","Percentage","0","units",,,26,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2002","2002","PC","Percentage","0","units",,,26,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2003","2003","PC","Percentage","0","units",,,26,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,26,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,24,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,23,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,22,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,21,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,21,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,21,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,21,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,21,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,21,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,21,,
"EST","Estonia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,20,,
"ISR","Israel","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,36,,
