"COU","Country","CORP_TAX","Corporate income tax rate","TAR","Targeted","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Turkey","CIT_RATE","Corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,20,,
"TUR","Turkey","CIT_RATE","Corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,20,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,30,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,28,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,28,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,28,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,26,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,24,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,23,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,21,,
"GBR","United Kingdom","CIT_RATE","Corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,20,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,35,,
"USA","United States","CIT_RATE","Corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,35,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,15,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,15,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,16,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,16.5,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,17,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,20,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,20,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,20,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,21,,
"CHL","Chile","CIT_RATE","Corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,22.5,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2000","2000","PC","Percentage","0","units",,,26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2001","2001","PC","Percentage","0","units",,,26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2002","2002","PC","Percentage","0","units",,,26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2003","2003","PC","Percentage","0","units",,,26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,26,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,24,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,23,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,22,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,21,,
"EST","Estonia","CIT_RATE","Corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,20,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,36,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,36,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,36,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,36,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,35,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,34,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,31,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,29,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,27,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,26,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,25,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,24,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,25,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,25,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,26.5,,
"ISR","Israel","CIT_RATE","Corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,26.5,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2000","2000","PC","Percentage","0","units",,,25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2001","2001","PC","Percentage","0","units",,,25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2002","2002","PC","Percentage","0","units",,,25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2003","2003","PC","Percentage","0","units",,,25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,25,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,23,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2008","2008","PC","Percentage","0","units",,,22,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2009","2009","PC","Percentage","0","units",,,21,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2010","2010","PC","Percentage","0","units",,,20,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2011","2011","PC","Percentage","0","units",,,20,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2012","2012","PC","Percentage","0","units",,,18,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2013","2013","PC","Percentage","0","units",,,17,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2014","2014","PC","Percentage","0","units",,,17,,
"SVN","Slovenia","CIT_RATE","Corporate income tax rate","N","N","2015","2015","PC","Percentage","0","units",,,17,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2000","2000","PC","Percentage","0","units",,,39,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2001","2001","PC","Percentage","0","units",,,39,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2002","2002","PC","Percentage","0","units",,,39,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2003","2003","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2004","2004","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2005","2005","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2006","2006","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2007","2007","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2008","2008","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2009","2009","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2010","2010","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2011","2011","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2012","2012","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2013","2013","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2014","2014","PC","Percentage","0","units",,,33,,
"BEL","Belgium","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2015","2015","PC","Percentage","0","units",,,33,,
"CAN","Canada","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2000","2000","PC","Percentage","0","units",,,28,,
"CAN","Canada","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2001","2001","PC","Percentage","0","units",,,27,,
"CAN","Canada","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2002","2002","PC","Percentage","0","units",,,25,,
"CAN","Canada","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2003","2003","PC","Percentage","0","units",,,23,,
"CAN","Canada","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2004","2004","PC","Percentage","0","units",,,21,,
"CAN","Canada","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2005","2005","PC","Percentage","0","units",,,21,,
"CAN","Canada","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2006","2006","PC","Percentage","0","units",,,21,,
"CAN","Canada","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2007","2007","PC","Percentage","0","units",,,21,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2000","2000","PC","Percentage","0","units",,,33.33,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2001","2001","PC","Percentage","0","units",,,33.33,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2002","2002","PC","Percentage","0","units",,,33.33,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2003","2003","PC","Percentage","0","units",,,33.33,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2004","2004","PC","Percentage","0","units",,,33.33,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2005","2005","PC","Percentage","0","units",,,33.33,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2013","2013","PC","Percentage","0","units",,,33.3,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2014","2014","PC","Percentage","0","units",,,33.3,,
"FRA","France","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2015","2015","PC","Percentage","0","units",,,33.3,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2000","2000","PC","Percentage","0","units",,,40,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2001","2001","PC","Percentage","0","units",,,25,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2002","2002","PC","Percentage","0","units",,,25,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2003","2003","PC","Percentage","0","units",,,26.5,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2004","2004","PC","Percentage","0","units",,,33,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2005","2005","PC","Percentage","0","units",,,25,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2006","2006","PC","Percentage","0","units",,,25,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2007","2007","PC","Percentage","0","units",,,25,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2008","2008","PC","Percentage","0","units",,,15,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2009","2009","PC","Percentage","0","units",,,15,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2010","2010","PC","Percentage","0","units",,,15,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2011","2011","PC","Percentage","0","units",,,15,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2012","2012","PC","Percentage","0","units",,,15,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2013","2013","PC","Percentage","0","units",,,15,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2014","2014","PC","Percentage","0","units",,,15,,
"DEU","Germany","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2015","2015","PC","Percentage","0","units",,,15,,
"HUN","Hungary","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2006","2006","PC","Percentage","0","units",,,16,,
"HUN","Hungary","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2007","2007","PC","Percentage","0","units",,,16,,
"HUN","Hungary","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2008","2008","PC","Percentage","0","units",,,16,,
"HUN","Hungary","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2009","2009","PC","Percentage","0","units",,,16,,
"JPN","Japan","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2013","2013","PC","Percentage","0","units",,,25.5,,
"JPN","Japan","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2014","2014","PC","Percentage","0","units",,,25.5,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2000","2000","PC","Percentage","0","units",,,30,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2001","2001","PC","Percentage","0","units",,,30,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2002","2002","PC","Percentage","0","units",,,22,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2003","2003","PC","Percentage","0","units",,,22,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2004","2004","PC","Percentage","0","units",,,22,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2005","2005","PC","Percentage","0","units",,,22,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2006","2006","PC","Percentage","0","units",,,22,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2007","2007","PC","Percentage","0","units",,,22,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2008","2008","PC","Percentage","0","units",,,22,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2009","2009","PC","Percentage","0","units",,,21,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2010","2010","PC","Percentage","0","units",,,21,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2011","2011","PC","Percentage","0","units",,,21,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2012","2012","PC","Percentage","0","units",,,21,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2013","2013","PC","Percentage","0","units",,,21,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2014","2014","PC","Percentage","0","units",,,21,,
"LUX","Luxembourg","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2015","2015","PC","Percentage","0","units",,,21,,
"PRT","Portugal","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2011","2011","PC","Percentage","0","units",,,25,,
"PRT","Portugal","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2012","2012","PC","Percentage","0","units",,,25,,
"PRT","Portugal","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2013","2013","PC","Percentage","0","units",,,25,,
"PRT","Portugal","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2014","2014","PC","Percentage","0","units",,,23,,
"PRT","Portugal","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","Y","Y","2015","2015","PC","Percentage","0","units",,,21,,
"TUR","Turkey","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2000","2000","PC","Percentage","0","units",,,30,,
"TUR","Turkey","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2001","2001","PC","Percentage","0","units",,,30,,
"TUR","Turkey","STAT_CIT_RATE_EXCLU_SURTAX","Statutory corporate income tax rate exclusive of surtax","N","N","2002","2002","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2000","2000","PC","Percentage","0","units",,,34,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2001","2001","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2002","2002","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2003","2003","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2004","2004","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2005","2005","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2006","2006","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2007","2007","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2008","2008","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2009","2009","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2010","2010","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2011","2011","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2012","2012","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2013","2013","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2014","2014","PC","Percentage","0","units",,,30,,
"AUS","Australia","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","Y","Y","2015","2015","PC","Percentage","0","units",,,30,,
"AUT","Austria","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2000","2000","PC","Percentage","0","units",,,34,,
"AUT","Austria","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2001","2001","PC","Percentage","0","units",,,34,,
"AUT","Austria","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2002","2002","PC","Percentage","0","units",,,34,,
"AUT","Austria","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2003","2003","PC","Percentage","0","units",,,34,,
"AUT","Austria","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2004","2004","PC","Percentage","0","units",,,34,,
"AUT","Austria","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2005","2005","PC","Percentage","0","units",,,25,,
"AUT","Austria","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2006","2006","PC","Percentage","0","units",,,25,,
"AUT","Austria","ADJ_CIT_RATE","Adjusted central government corporate income tax rate","N","N","2007","2007","PC","Percentage","0","units",,,25,,
